UTC_TS,LEVEL,COMPONENT,MESSAGE
10:42:12.637,TRACE,Tag:/Group/_r,"Data changed --> {""value"":45732,""quality"":192,""ts"":1722336132636}"
10:42:12.637,TRACE,Tag:/Group/_r,"Historize, forced=false, data={""value"":45732,""quality"":192,""ts"":1722336132636}"
10:42:13.566,TRACE,ApiSession:WebUI,Call: 277 (system.errorCount)
10:42:13.566,TRACE,ApiSession:WebUI,Callback: 277
10:42:13.567,TRACE,ApiSession:WebUI,Call: 278 (system.getStandby)
10:42:13.567,TRACE,ApiSession:WebUI,Callback: 278
10:42:14.361,TRACE,ApiSession:DerivedTags,Call: <null> (tag.update)
10:42:14.361,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":45732,""quality"":192,""ts"":1722336132636}"
10:42:14.361,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, forced=false, data={""value"":45732,""quality"":192,""ts"":1722336132636}"
10:42:17.637,TRACE,Tag:/SImTag,"Data changed --> {""value"":45737,""quality"":192,""ts"":1722336137636}"
10:42:17.637,TRACE,Tag:/SImTag,"Historize, forced=false, data={""value"":45737,""quality"":192,""ts"":1722336137636}"
10:42:17.637,TRACE,Tag:/Group/_r,"Data changed --> {""value"":45737,""quality"":192,""ts"":1722336137636}"
10:42:17.637,TRACE,Tag:/Group/_r,"Historize, forced=false, data={""value"":45737,""quality"":192,""ts"":1722336137636}"
10:42:19.364,TRACE,ApiSession:DerivedTags,Call: <null> (tag.update)
10:42:19.364,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":45737,""quality"":192,""ts"":1722336137636}"
10:42:19.365,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, forced=false, data={""value"":45737,""quality"":192,""ts"":1722336137636}"
10:42:19.567,TRACE,ApiSession:WebUI,Call: 279 (system.errorCount)
10:42:19.567,TRACE,ApiSession:WebUI,Callback: 279
10:42:19.567,TRACE,ApiSession:WebUI,Call: 280 (system.getStandby)
10:42:19.567,TRACE,ApiSession:WebUI,Callback: 280
10:42:22.637,TRACE,Tag:/SImTag,"Data changed --> {""value"":45742,""quality"":192,""ts"":1722336142637}"
10:42:22.637,TRACE,Tag:/SImTag,"Historize, forced=false, data={""value"":45742,""quality"":192,""ts"":1722336142637}"
10:42:22.637,TRACE,Tag:/Group/_r,"Data changed --> {""value"":45742,""quality"":192,""ts"":1722336142637}"
10:42:22.637,TRACE,Tag:/Group/_r,"Historize, forced=false, data={""value"":45742,""quality"":192,""ts"":1722336142637}"
10:42:24.365,TRACE,ApiSession:DerivedTags,Call: <null> (tag.update)
10:42:24.365,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":45742,""quality"":192,""ts"":1722336142637}"
10:42:24.365,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, forced=false, data={""value"":45742,""quality"":192,""ts"":1722336142637}"
10:42:25.565,TRACE,ApiSession:WebUI,Call: 281 (system.errorCount)
10:42:25.566,TRACE,ApiSession:WebUI,Callback: 281
10:42:25.566,TRACE,ApiSession:WebUI,Call: 282 (system.getStandby)
10:42:25.566,TRACE,ApiSession:WebUI,Callback: 282
10:42:27.637,TRACE,Tag:/SImTag,"Data changed --> {""value"":45747,""quality"":192,""ts"":1722336147637}"
10:42:27.637,TRACE,Tag:/SImTag,"Historize, forced=false, data={""value"":45747,""quality"":192,""ts"":1722336147637}"
10:42:27.637,TRACE,Tag:/Group/_r,"Data changed --> {""value"":45747,""quality"":192,""ts"":1722336147637}"
10:42:27.637,TRACE,Tag:/Group/_r,"Historize, forced=false, data={""value"":45747,""quality"":192,""ts"":1722336147637}"
10:42:29.366,TRACE,ApiSession:DerivedTags,Call: <null> (tag.update)
10:42:29.366,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":45747,""quality"":192,""ts"":1722336147637}"
10:42:29.366,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, forced=false, data={""value"":45747,""quality"":192,""ts"":1722336147637}"
10:42:31.564,TRACE,ApiSession:WebUI,Call: 283 (system.errorCount)
10:42:31.565,TRACE,ApiSession:WebUI,Callback: 283
10:42:31.565,TRACE,ApiSession:WebUI,Call: 284 (system.getStandby)
10:42:31.565,TRACE,ApiSession:WebUI,Callback: 284
10:42:32.637,TRACE,Tag:/SImTag,"Data changed --> {""value"":45752,""quality"":192,""ts"":1722336152637}"
10:42:32.638,TRACE,Tag:/SImTag,"Historize, forced=false, data={""value"":45752,""quality"":192,""ts"":1722336152637}"
10:42:32.638,TRACE,Tag:/Group/_r,"Data changed --> {""value"":45752,""quality"":192,""ts"":1722336152637}"
10:42:32.638,TRACE,Tag:/Group/_r,"Historize, forced=false, data={""value"":45752,""quality"":192,""ts"":1722336152637}"
10:42:34.367,TRACE,ApiSession:DerivedTags,Call: <null> (tag.update)
10:42:34.367,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":45752,""quality"":192,""ts"":1722336152637}"
10:42:34.367,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, forced=false, data={""value"":45752,""quality"":192,""ts"":1722336152637}"
10:42:35.366,TRACE,ApiSession:DerivedTags,Call: <null> (tag.update)
10:42:35.366,TRACE,Tag:/DV_AVG,"Data changed --> {""value"":45731.864,""quality"":192,""ts"":1722336150000}"
10:42:35.366,TRACE,Tag:/DV_AVG,"Historize, forced=false, data={""value"":45731.864,""quality"":192,""ts"":1722336150000}"
10:42:35.367,TRACE,ApiSession:DerivedTags,Call: <null> (tag.update)
10:42:35.367,TRACE,Tag:/Group/TempDV,"Data changed --> {""value"":45717,""quality"":192,""ts"":1722336150000}"
10:42:37.558,TRACE,ApiSession:WebUI,Call: 285 (system.errorCount)
10:42:37.558,TRACE,ApiSession:WebUI,Callback: 285
10:42:37.559,TRACE,ApiSession:WebUI,Call: 286 (system.getStandby)
10:42:37.559,TRACE,ApiSession:WebUI,Callback: 286
10:42:37.638,TRACE,Tag:/SImTag,"Data changed --> {""value"":45757,""quality"":192,""ts"":1722336157637}"
10:42:37.638,TRACE,Tag:/SImTag,"Historize, forced=false, data={""value"":45757,""quality"":192,""ts"":1722336157637}"
10:42:37.638,TRACE,Tag:/Group/_r,"Data changed --> {""value"":45757,""quality"":192,""ts"":1722336157637}"
10:42:37.638,TRACE,Tag:/Group/_r,"Historize, forced=false, data={""value"":45757,""quality"":192,""ts"":1722336157637}"
10:42:39.368,TRACE,ApiSession:DerivedTags,Call: <null> (tag.update)
10:42:39.368,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":45757,""quality"":192,""ts"":1722336157637}"
10:42:39.368,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, forced=false, data={""value"":45757,""quality"":192,""ts"":1722336157637}"
10:42:42.638,TRACE,Tag:/SImTag,"Data changed --> {""value"":45762,""quality"":192,""ts"":1722336162638}"
10:42:42.638,TRACE,Tag:/SImTag,"Historize, forced=false, data={""value"":45762,""quality"":192,""ts"":1722336162638}"
10:42:42.638,TRACE,Tag:/Group/_r,"Data changed --> {""value"":45762,""quality"":192,""ts"":1722336162638}"
10:42:42.638,TRACE,Tag:/Group/_r,"Historize, forced=false, data={""value"":45762,""quality"":192,""ts"":1722336162638}"
10:42:43.566,TRACE,ApiSession:WebUI,Call: 287 (system.errorCount)
